module_id,module_name,difficulty,question_text,option_a,option_b,option_c,option_d,correct_option
sat,Systematic Approach to Training (SAT),hard,"During which phase of SAT would an organisation consider constraints such as low budgets, operational demands, and availability of personnel?","Identify Training Needs","Plan and Design Training","Implement Training","Assess Results",B
sat,Systematic Approach to Training (SAT),hard,"What is the fundamental link between the 'Task Analysis' sub-stage and the 'Implement Training' stage?","Task analysis results define the specific learning objectives that must be achieved during implementation.","Task analysis determines the budget for implementation.","Task analysis is performed after implementation to check results.","Task analysis and implementation are performed by the same people.",A
sat,Systematic Approach to Training (SAT),hard,"If trainees are not supported by their direct supervisors in applying new skills after training, this represents a failure of a key factor within which stage?","Identify Training Needs","Plan and Design","Implement Training","Assess Results",C
sat,Systematic Approach to Training (SAT),hard,"The benefit 'more rapid development to full job performance' directly addresses which problem that occurs without training?","People may never learn the task properly.","They will learn the task much more slowly.","They are likely to learn a way that is wrong.","The high hidden costs to the organisation.",B
sat,Systematic Approach to Training (SAT),hard,"Comparing the cost of a training program against the financial benefits of reduced errors and increased output is a key activity in answering which question from the assessment stage?","Did the training achieve what was intended?","Did the training improve performance?","Was the training worthwhile?","Were the trainees motivated?",C
btm,Basic Teaching Model,easy,"According to the text, what is a 'model'?","A complex theory","A representation of the actual object","A type of classroom","A method of assessment",B
btm,Basic Teaching Model,easy,"What do teaching models depict in a simple way?","The history of education","The functioning of the T-L process","The school's architecture","The instructor's salary",B
btm,Basic Teaching Model,easy,"Who designed the Basic Teaching Model (BTM)?","B.F. Skinner","Jean Piaget","Robert Glaser","Ivan Pavlov",C
btm,Basic Teaching Model,easy,"In what year was the Basic Teaching Model designed?","1926","1982","1962","1996",C
btm,Basic Teaching Model,easy,"The BTM is a system with three basic components: Input, Process, and...?","Feedback","Output","Assessment","Objectives",B
btm,Basic Teaching Model,easy,"What 'vital link' ensures that the BTM is a closed-loop system?","Objectives","Entry Behaviour","Instructional Procedure","Feedback",D
btm,Basic Teaching Model,easy,"What is the first component in the BTM diagram that defines the desired learning outcome?","Assessment","Entry Behaviour","Specific Objectives","Instructional Procedure",C
btm,Basic Teaching Model,easy,"What is the second component of the BTM, which refers to the knowledge a trainee already possesses?","Entry Behaviour","Terminal Behaviour","Instructional Process","Assessment",A
btm,Basic Teaching Model,easy,"What is the third component of the BTM, considered the 'most crucial part'?","Specific Objectives","Entry Behaviour","Assessment","Instructional Process",D
btm,Basic Teaching Model,easy,"Which component of the BTM deals with the success or failure of the system by measuring performance?","Feedback","Instructional Process","Assessment","Entry Behaviour",C
btm,Basic Teaching Model,easy,"What does the acronym 'E.B.' stand for in the context of the BTM?","Excellent Behaviour","Extra Bonus","Entry Behaviour","Evaluated Behaviour",C
btm,Basic Teaching Model,easy,"Specific Objectives describe the trainee's terminal performance in terms of what kind of parameters?","Vague","Theoretical","General","Measurable",D
btm,Basic Teaching Model,easy,"Why is it of 'paramount importance' to assess Entry Behaviour before teaching begins?","To make the class longer","Because any new experience has to be related to a past one","To ensure all students fail","To select the best students for the class",B
btm,Basic Teaching Model,easy,"According to its characteristics, a teaching model defines the criterion behaviour for a trainee's...?","attendance","attitude","performance","motivation",C
btm,Basic Teaching Model,easy,"A teaching model provides a specific _______ of teaching activities to achieve laid down objectives.","history","cost","outline","summary",C
btm,Basic Teaching Model,easy,"The BTM is described in the text as the _______ of all models.","simplest","most complex","most expensive","oldest",A
btm,Basic Teaching Model,easy,"In the BTM, the use of teaching aids, media, and different strategies falls under which component?","Specific Objectives","Assessment","Entry Behaviour","Instructional Process",D
btm,Basic Teaching Model,easy,"The feedback loop in the BTM diagram asks which yes/no question?","Was the instructor good?","Is the class over?","Did the students pay attention?","Learning takes place?",D
btm,Basic Teaching Model,easy,"One of the characteristics of a teaching model is that it specifies various teaching _______ for causing effective interaction.","technologies","timings","tactics","textbooks",C
btm,Basic Teaching Model,easy,"A teaching model's ability to be improved and modified helps in achieving the what?","Budget","Objective","Schedule","Attendance",B
btm,Basic Teaching Model,hard,"Why is the Basic Teaching Model considered a 'closed-loop system'?","Because it only works in a closed classroom.","Because the feedback from the assessment of the output informs and allows for modification of the process.","Because it does not allow for any new input once it starts.","Because it is a theoretical model with no practical application.",B
btm,Basic Teaching Model,hard,"An instructor begins a complex physics lecture without a pre-test or reviewing basic concepts. Which BTM component has been overlooked?","Specific Objectives","Entry Behaviour","Instructional Process","Assessment",B
btm,Basic Teaching Model,hard,"What is the critical relationship between the 'Specific Objectives' and 'Assessment' components of the BTM?","They are independent of each other.","Assessment defines the Specific Objectives.","The Assessment component is designed to directly measure if the pre-defined Specific Objectives were met.","Specific Objectives are only needed if the Assessment fails.",C
btm,Basic Teaching Model,hard,"If the 'Assessment' stage reveals that most trainees failed, the feedback loop in the BTM suggests that the primary component to be revisited and modified is the...?","Specific Objectives","Entry Behaviour","Instructional Process","Terminal Behaviour",C
btm,Basic Teaching Model,hard,"How does the 'Instructional Process' serve as a bridge in the BTM?","It bridges the gap between the instructor and management.","It connects what the learner already knows (Entry Behaviour) with what they are expected to achieve (Specific Objectives).","It bridges the financial gap of the training.","It connects the BTM to other teaching models.",B
btm,Basic Teaching Model,hard,"Why is it essential for 'Specific Objectives' in the BTM to be 'observable'?","So the instructor can see if students are paying attention.","So the performance can be concretely assessed to determine success or failure.","So other instructors can watch the class.","So the objectives look good on paper.",B
btm,Basic Teaching Model,hard,"An instructor's choice of using lectures, group work, and educational videos are all tactical decisions within which BTM component?","Assessment","Specific Objectives","Instructional Process","Entry Behaviour",C
btm,Basic Teaching Model,hard,"The BTM's focus on the 'terminal behaviour of the trainees' directly informs the creation of which component?","Instructional Process","Entry Behaviour","Feedback Loop","Specific Objectives",D
btm,Basic Teaching Model,hard,"What makes the BTM a 'system' rather than just a list of steps?","It was designed by a systems engineer.","It is very complicated to understand.","Its components (Input, Process, Output, Feedback) are interconnected and work together to achieve a goal.","It requires a computer system to implement.",C
btm,Basic Teaching Model,hard,"The characteristic that 'teaching situations and tactics can be improved and modified' highlights that the BTM views the teaching process as...?","Rigid and unchangeable","Perfect from the start","Dynamic and adaptable","Something that cannot be planned",C
btm,Basic Teaching Model,hard,"A teacher wants to ensure their lesson plan is aligned with the BTM. What should be their first step in the planning process?","Choosing the teaching aids.","Defining clear, measurable, and observable learning objectives.","Preparing the final test.","Assessing the students' entry behaviour.",B
btm,Basic Teaching Model,hard,"If a trainee has the correct Entry Behaviour and the Instructional Process is excellent, but the Specific Objectives are vague, which BTM component becomes difficult to conduct meaningfully?","Feedback","Assessment","Motivation","Planning",B
dol,Domains of Learning,easy,"According to Benjamin Bloom, what are the three unique areas or domains of learning?","Reading, Writing, and Arithmetic","Cognitive, Affective, and Psychomotor","Visual, Auditory, and Kinesthetic","Knowledge, Skill, and Attitude",B
dol,Domains of Learning,easy,"Which domain of learning is concerned with subject matter, knowledge, and mental skills?","Affective Domain","Psychomotor Domain","Cognitive Domain","Social Domain",C
dol,Domains of Learning,easy,"Which domain of learning deals with internal behaviours like feelings, attitudes, and values?","Affective Domain","Cognitive Domain","Psychomotor Domain","Conditional Domain",A
dol,Domains of Learning,easy,"Which domain of learning is concerned with physical skills, manipulative ability, and neuromuscular co-ordination?","Cognitive Domain","Affective Domain","Abstract Domain","Psychomotor Domain",D
dol,Domains of Learning,easy,"What is the simplest and lowest level of the Cognitive domain, involving recognition and recall?","Comprehension","Application","Knowledge","Analysis",C
dol,Domains of Learning,easy,"The ability to reorganise, restate, and interpret given information belongs to which level of the Cognitive domain?","Application","Synthesis","Comprehension","Knowledge",C
dol,Domains of Learning,easy,"Verbs like 'Define', 'Identify', and 'List' are representative of which level in the Cognitive domain?","Knowledge","Application","Analysis","Evaluation",A
dol,Domains of Learning,easy,"Verbs like 'Solve', 'Relate', and 'Prepare' represent which cognitive level?","Comprehension","Application","Synthesis","Knowledge",B
dol,Domains of Learning,easy,"Which level of the Cognitive domain involves decision-making and judging based on criteria?","Analysis","Application","Synthesis","Evaluation",D
dol,Domains of Learning,easy,"Which domain is described as the most difficult to train in because its behaviours are voluntary and cannot be forced?","Cognitive","Psychomotor","Affective","Theoretical",C
dol,Domains of Learning,easy,"Change in the Affective domain is measured through observable signs called what?","Internal Behaviour Indicators","Cognitive Results","External Behaviour indicators","Psychomotor Actions",C
dol,Domains of Learning,easy,"What is the lowest level of the Affective domain, referring to a trainee's willingness to attend to stimuli?","Responding","Valuing","Receiving","Organising",C
dol,Domains of Learning,easy,"Which level of the Affective domain is concerned with active participation on the part of the trainee?","Receiving","Responding","Valuing","Characterisation",B
dol,Domains of Learning,easy,"What is the first step in learning a psychomotor skill, described as an 'inner drive'?","Imitation","Impulsion","Manipulation","Control",B
dol,Domains of Learning,easy,"Which step in the Psychomotor domain involves a trainee attempting to copy a demonstrated performance?","Manipulation","Coordination","Imitation","Habit formation",C
dol,Domains of Learning,easy,"What is the final level of the Psychomotor domain, which results from repeated practice and continuous use of a skill?","Control","Coordination","Manipulation","Habit formation",D
dol,Domains of Learning,easy,"Verbs like 'Assemble', 'Calibrate', 'Construct', and 'Drives' represent which domain of learning?","Cognitive","Affective","Psychomotor","Abstract",C
dol,Domains of Learning,easy,"The text states that some learning situations do not strictly fall under one domain, meaning there can be an...?","Error","Overlap","Assessment","Objective",B
dol,Domains of Learning,easy,"Knowing the function of an AK-47's parts is an example of which domain?","Cognitive","Affective","Psychomotor","Conditional",A
dol,Domains of Learning,easy,"The physical act of aiming and firing an AK-47 rifle is an example of which domain?","Cognitive","Affective","Psychomotor","Social",C
dol,Domains of Learning,hard,"A trainee knows all the safety rules for welding (Cognitive) but also willingly follows them out of a commitment to safety. This willingness to follow rules belongs to which domain?","Psychomotor","Affective","Cognitive","Conditional",B
dol,Domains of Learning,hard,"What is the primary difference between the 'Analysis' and 'Synthesis' levels of the Cognitive domain?","Analysis is about judging value, while Synthesis is about applying knowledge.","Analysis is breaking a whole into its parts, while Synthesis is combining elements to form a new whole.","Analysis is recalling facts, while Synthesis is restating them.","Analysis involves physical skill, while Synthesis involves mental skill.",B
dol,Domains of Learning,hard,"A trainee is asked to write a critique of two different battle plans, justifying which one is superior based on tactical principles. This task operates at which level of the Cognitive domain?","Application","Analysis","Synthesis","Evaluation",D
dol,Domains of Learning,hard,"Why is achieving change in the Affective domain considered uniquely challenging for trainers?","Because it is the easiest domain to master.","Because affective behaviours are voluntary and cannot be coerced; the learner must choose to adopt them.","Because there are no verbs to describe affective behaviours.","Because it only applies to non-military training.",B
dol,Domains of Learning,hard,"A student who not only answers questions when asked but also willingly volunteers to help other students and derives satisfaction from it is demonstrating which level of the Affective domain?","Receiving","Responding","Valuing","Organisation",B
dol,Domains of Learning,hard,"A person is so committed to a 'healthy lifestyle' that it guides their diet, exercise, and daily choices, becoming a core part of their identity. This is a clear example of which level of the Affective domain?","Valuing","Organisation","Characterisation","Responding",C
dol,Domains of Learning,hard,"What key factor distinguishes 'Valuing' from 'Responding' in the affective domain?","Valuing is motivated by an individual's commitment to the value, not merely by a desire to comply or obey.","Responding involves physical action while Valuing does not.","Valuing is the lowest level while Responding is the highest.","Responding is involuntary while Valuing is forced.",A
dol,Domains of Learning,hard,"A trainee watches an instructor tie a knot and then tries to replicate the exact same movements. This action is characteristic of which level of the Psychomotor domain?","Impulsion","Imitation","Manipulation","Coordination",B
dol,Domains of Learning,hard,"A tall trainee learns to fire a pistol. After imitating the instructor, he adjusts his stance and grip to better suit his own body frame. This adjustment process is known as what?","Control","Imitation","Coordination","Manipulation",D
dol,Domains of Learning,hard,"The example of learning to drive a bus—requiring knowledge of rules, concern for safety, and physical skill—is used to illustrate what important concept?","That the Psychomotor domain is the most important.","That learning situations can overlap, sometimes involving all three domains.","That the Cognitive domain is always separate from the others.","That attitudes do not matter in skill-based tasks.",B
dol,Domains of Learning,hard,"A trainee is asked to design a completely new and unique training exercise to solve a specific tactical problem. This task of creation primarily uses which level of the Cognitive domain?","Application","Analysis","Synthesis","Evaluation",C
dol,Domains of Learning,hard,"An officer has to make a command decision that requires resolving a conflict between two deeply held values (e.g., mission security vs. personal freedom of the troops). This process of creating a unique value system is an example of which Affective domain level?","Valuing","Organisation","Characterisation","Responding",B
objectives,Writing Objectives,easy,"In the context of training, what is an 'Aim' defined as?","The outcome of the training","A statement of intent","The cost of the training","The assessment method",B
objectives,Writing Objectives,easy,"What is an 'Objective' in training?","A broad statement of purpose","A description of the trainer's skills","What will be achieved as an outcome, expressed in terms of performance","The location of the training",C
objectives,Writing Objectives,easy,"Which term describes the intention of the training?","Objective","Standard","Aim","Condition",C
objectives,Writing Objectives,easy,"Which term defines the achievement or outcome of the training?","Aim","Intent","Objective","Purpose",C
objectives,Writing Objectives,easy,"What are the three types of objectives described in the chapter?","Performance, Training, and Specific","Primary, Secondary, and Tertiary","Easy, Medium, and Hard","Aimed, Achieved, and Assessed",A
objectives,Writing Objectives,easy,"Which objective describes the standard of performance required back in the workplace?","Specific Objective","Training Objective","Enabling Objective","Performance Objective",D
objectives,Writing Objectives,easy,"Which objective describes the standard achieved at the end of a formal training course?","Performance Objective","Specific Objective","Training Objective","Broad Objective",C
objectives,Writing Objectives,easy,"What is another name for a Specific Objective?","Performance Objective","Enabling Objective","Main Objective","Final Objective",B
objectives,Writing Objectives,easy,"According to the text, the performance gap between the Training Objective and the Performance Objective can be bridged by what?","More classroom time","A final exam","On-Job-Training (OJT)","A better Aim",C
objectives,Writing Objectives,easy,"What are the three elements that should be included in a well-written objective?","Performance, Conditions, and Standards","Aim, Goal, and Target","Who, What, and When","Knowledge, Skill, and Attitude",A
objectives,Writing Objectives,easy,"Of the three elements of an objective, which one is considered essential and must always be included?","Conditions","Standards","Performance","Aim",C
objectives,Writing Objectives,easy,"What kind of verbs are required for a clear statement of performance?","Vague Verbs","Passive Verbs","Action Verbs","Helping Verbs",C
objectives,Writing Objectives,easy,"The verb 'understand' is given as an example of a...?","Good action verb","Poorly defined action verb","Verb for standards","Verb for conditions",B
objectives,Writing Objectives,easy,"Specifying the tools, equipment, or manuals to be used falls under which element of an objective?","Performance","Conditions","Standards","Aim",B
objectives,Writing Objectives,easy,"A statement such as 'must be completed in not more than 10 minutes' is an example of what kind of standard?","Accuracy","Quality","Speed","Condition",C
objectives,Writing Objectives,easy,"A statement such as 'must be completed without error' is an example of what kind of standard?","Speed","Condition","Complexity","Accuracy",D
objectives,Writing Objectives,easy,"What is the cumulative effect of completing all Specific Objectives?","It allows the trainee to skip the final exam.","It proves the Aim was wrong.","It enables a person to achieve the Training Objective.","It defines the Performance Objective.",C
objectives,Writing Objectives,easy,"When writing objectives, should you use double verbs like 'remove and repair'?","Yes, it is more descriptive.","No, you should use the more inclusive of the two.","Only if the task is complex.","It does not matter.",B
objectives,Writing Objectives,easy,"Why should you avoid using the word 'safely' in every objective statement?","Safety is not important.","It makes the objective too long.","Safety is an integral part of all training and doesn't need to be repeated.","It is a vague term.",C
objectives,Writing Objectives,easy,"What is wrong with using words like 'correctly' or 'accurately' in an objective?","They are too specific.","They are vague and should be replaced with a precise standard.","They only apply to speed standards.","They are not action verbs.",B
objectives,Writing Objectives,hard,"What is the fundamental difference between an Aim and an Objective for a training program?","The Aim is for trainees, and the Objective is for management.","The Aim describes the broad intention, while the Objective defines a specific, measurable performance outcome.","The Aim is written before the training, and the Objective is written after.","The Aim focuses on cost, while the Objective focuses on time.",B
objectives,Writing Objectives,hard,"A training plan states its goal is to 'improve the interviewing skills of officers'. Why is this considered an Aim and not a well-defined Objective?","It is too long to be an objective.","It does not specify a measurable performance, the conditions, or the standards.","Interviewing is a skill that cannot be measured.","It should be called a Goal, not an Aim.",B
objectives,Writing Objectives,hard,"In which situation is it essential for the Training Objective to be identical to the Performance Objective?","In basic literacy training.","In training for emergency situations like firefighting or flying an aircraft.","In all On-Job-Training (OJT) situations.","When the training budget is very low.",B
objectives,Writing Objectives,hard,"An objective states: 'The trainee will be able to list the parts of a 9mm carbine.' Which two of the three key elements of an objective are missing?","Performance and Standards","Conditions and Standards","Performance and Conditions","Aim and Performance",B
objectives,Writing Objectives,hard,"In the objective, 'The trainee will be able to extinguish an electrical fire using a CO2 extinguisher without error', the phrase 'using a CO2 extinguisher' represents which element?","The Performance","The Condition","The Standard","The Aim",B
objectives,Writing Objectives,hard,"Why is the verb 'know' considered ineffective for an objective, whereas a verb like 'state' is effective?","'Know' is an internal state that is not directly observable, while 'state' describes an observable action.","'Know' is too informal for a training document.","'Know' applies to the Affective Domain only.","'State' is a more complex action than 'know'.",A
objectives,Writing Objectives,hard,"How do well-written Specific Objectives facilitate the achievement of a broader Training Objective?","They act as prerequisites, breaking the larger task into manageable units of knowledge and skill.","They serve as alternative goals if the Training Objective is too hard.","They provide a summary of the Training Objective.","They are used to test the trainees before the training begins.",A
objectives,Writing Objectives,hard,"A manager wants to ensure training is cost-effective. Why is defining the 'Range of Learning' under the 'Conditions' element crucial for this goal?","It ensures the training is as long as possible.","It prevents wasting resources by training staff on equipment or tasks they will not use on the job.","It specifies the exact cost of the training.","It allows any type of equipment to be used.",B
objectives,Writing Objectives,hard,"If a job task always requires a checklist, why is it critical to include 'with the use of a checklist' in the objective's conditions?","To make the training assessment harder.","To ensure the training and assessment are realistic and reflect how the job is actually performed.","To test the trainee's memory of the checklist.","To reduce the time needed for the assessment.",B
objectives,Writing Objectives,hard,"An objective that reads, 'The trainee will appreciate the need for safety' is considered weak because...?","'Appreciate' is a vague term that does not describe an observable performance.","Safety is not an important topic for objectives.","It does not mention the trainer.","It should include a specific safety rule.",A
objectives,Writing Objectives,hard,"The text states that moving the training objective up or down the learning curve has a significant effect on what?","The trainer's salary","The time and cost of the training","The performance of the trainer","The location of the training",B
objectives,Writing Objectives,hard,"Which statement best describes the relationship between Training Objectives and Specific Objectives?","A Training Objective is a summary of all the Specific Objectives.","Specific Objectives are milestones of knowledge and skill that enable the achievement of the overall Training Objective.","They are two different names for the same thing.","A Training Objective is for the trainer, and a Specific Objective is for the trainee.",B
